id_aluno;nome;id_curso;ano_ingresso
2023216040;Yasmin Mendes Ribeiro;216;2023
2023217001;Amanda Mendes Barbosa;217;2023
2023217002;Ana Pereira Rodrigues;217;2023
2023217003;Beatriz Pinto Moura;217;2023
2023217004;Bruno Costa Lima;217;2023
2023217005;Caio Silva Monteiro;217;2023
2023217006;Carla Rodrigues Carvalho;217;2023
2023217007;Daniel Almeida Rocha;217;2023
2023217008;Diego Santos Campos;217;2023
2023217009;Eduarda Nascimento Barbosa;217;2023
2023217010;Elisa Oliveira Silva;217;2023
2023217011;Felipe Lima Moura;217;2023
2023217012;Fernanda Souza Souza;217;2023
2023217013;Gabriela Araujo Monteiro;217;2023
2023217014;Gustavo Pereira Rodrigues;217;2023
2023217015;Helena Costa Lima;217;2023
2023217016;Henrique Fernandes Campos;217;2023
2023217017;Igor Rodrigues Carvalho;217;2023
2023217018;Isabela Carvalho Silva;217;2023
2023217019;Joao Gomes Souza;217;2023
2023217020;Juliana Almeida Rocha;217;2023
2023217021;Kamila Martins Rodrigues;217;2023
2023217022;Leandro Nascimento Barbosa;217;2023
2023217023;Lucas Rocha Lima;217;2023
2023217024;Mariana Ribeiro Carvalho;217;2023
2023217025;Milena Lima Moura;217;2023
2023217026;Natanael Araujo Monteiro;217;2023
2023217027;Nicolas Alves Rocha;217;2023
2023217028;Olivia Barbosa Barbosa;217;2023
2023217029;Paulo Melo Moura;217;2023
2023217030;Priscila Fernandes Campos;217;2023
2023217031;Quezia Freitas Monteiro;217;2023
2023217032;Rafael Moura Campos;217;2023
2023217033;Renato Carvalho Silva;217;2023
2023217034;Sabrina Teixeira Silva;217;2023
2023217035;Tatiane Gomes Souza;217;2023
2023217036;Tiago Correia Souza;217;2023
2023217037;Ursula Monteiro Rodrigues;217;2023
2023217038;Vitor Cardoso Lima;217;2023
2023217039;Wesley Batista Carvalho;217;2023
2023217040;Yasmin Campos Rocha;217;2023
2023311001;Amanda Mendes Barbosa;311;2023
2023311002;Ana Pereira Rodrigues;311;2023
2023311003;Beatriz Pinto Moura;311;2023
2023311004;Bruno Costa Lima;311;2023
2023311005;Caio Silva Monteiro;311;2023
2023311006;Carla Rodrigues Carvalho;311;2023
2023311007;Daniel Almeida Rocha;311;2023
2023311008;Diego Santos Campos;311;2023
2023311009;Eduarda Nascimento Barbosa;311;2023
2023311010;Elisa Oliveira Silva;311;2023
2023311011;Felipe Lima Moura;311;2023
2023311012;Fernanda Souza Souza;311;2023
2023311013;Gabriela Araujo Monteiro;311;2023
2023311014;Gustavo Pereira Rodrigues;311;2023
2023311015;Helena Costa Lima;311;2023
2023311016;Henrique Fernandes Campos;311;2023
2023311017;Igor Rodrigues Carvalho;311;2023
2023311018;Isabela Carvalho Silva;311;2023
2023311019;Joao Gomes Souza;311;2023
2023311020;Juliana Almeida Rocha;311;2023
2023311021;Kamila Martins Rodrigues;311;2023
2023311022;Leandro Nascimento Barbosa;311;2023
2023311023;Lucas Rocha Lima;311;2023
2023311024;Mariana Ribeiro Carvalho;311;2023
2023311025;Milena Lima Moura;311;2023
2023311026;Natanael Araujo Monteiro;311;2023
2023311027;Nicolas Alves Rocha;311;2023
2023311028;Olivia Barbosa Barbosa;311;2023
2023311029;Paulo Melo Moura;311;2023
2023311030;Priscila Fernandes Campos;311;2023
2023311031;Quezia Freitas Monteiro;311;2023
2023311032;Rafael Moura Campos;311;2023
2023311033;Renato Carvalho Silva;311;2023
2023311034;Sabrina Teixeira Silva;311;2023
2023311035;Tatiane Gomes Souza;311;2023
2023311036;Tiago Correia Souza;311;2023
2023311037;Ursula Monteiro Rodrigues;311;2023
2023311038;Vitor Cardoso Lima;311;2023
2023311039;Wesley Batista Carvalho;311;2023
2023311040;Yasmin Campos Rocha;311;2023
2023312001;Amanda Campos Alves;312;2023
2023312002;Ana Souza Costa;312;2023
2023312003;Beatriz Mendes Freitas;312;2023
2023312004;Bruno Pereira Nascimento;312;2023
2023312005;Caio Pinto Correia;312;2023
2023312006;Carla Costa Fernandes;312;2023
2023312007;Daniel Rodrigues Martins;312;2023
2023312008;Diego Silva Batista;312;2023
2023312009;Eduarda Almeida Alves;312;2023
2023312010;Elisa Santos Pinto;312;2023
2023312011;Felipe Nascimento Freitas;312;2023
2023312012;Fernanda Oliveira Oliveira;312;2023
2023312013;Gabriela Lima Correia;312;2023
2023312014;Gustavo Souza Costa;312;2023
2023312015;Helena Pereira Nascimento;312;2023
2023312016;Henrique Araujo Batista;312;2023
2023312017;Igor Costa Fernandes;312;2023
2023312018;Isabela Fernandes Pinto;312;2023
2023312019;Joao Carvalho Oliveira;312;2023
2023312020;Juliana Rodrigues Martins;312;2023
2023312021;Kamila Gomes Costa;312;2023
2023312022;Leandro Almeida Alves;312;2023
2023312023;Lucas Martins Nascimento;312;2023
2023312024;Mariana Rocha Fernandes;312;2023
2023312025;Milena Nascimento Freitas;312;2023
2023312026;Natanael Lima Correia;312;2023
2023312027;Nicolas Ribeiro Martins;312;2023
2023312028;Olivia Alves Alves;312;2023
2023312029;Paulo Barbosa Freitas;312;2023
2023312030;Priscila Araujo Batista;312;2023
2023312031;Quezia Melo Correia;312;2023
2023312032;Rafael Freitas Batista;312;2023
2023312033;Renato Fernandes Pinto;312;2023
2023312034;Sabrina Moura Pinto;312;2023
2023312035;Tatiane Carvalho Oliveira;312;2023
2023312036;Tiago Teixeira Oliveira;312;2023
2023312037;Ursula Correia Costa;312;2023
2023312038;Vitor Monteiro Nascimento;312;2023
2023312039;Wesley Cardoso Fernandes;312;2023
2023312040;Yasmin Batista Martins;312;2023
2023313001;Amanda Campos Alves;313;2023
2023313002;Ana Souza Costa;313;2023
2023313003;Beatriz Mendes Freitas;313;2023
2023313004;Bruno Pereira Nascimento;313;2023
